symbol,name,gql_symbol,gql_name,exch,gics_sector,industry,qm,shares_outstanding,market_cap,price,gql_ok,suffix,tsxv_sector,drop_reason,in_universe
CRG,Crossroads Gold Corp.,CRG,Crossroads Gold Corp.,TSXV,Materials,Mining,Gold,65549094.0,16387274.0,0.25,True,,Mining,,True
CWV,Crown Point Energy Inc.,CWV,Crown Point Energy Inc.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,72903038.0,13487063.0,0.185,True,,Oil & Gas,,True
CSTR,Cryptostar Corp.,CSTR,Cryptostar Corp.,TSXV,Finance,Capital Markets,Cryptocurrency Exchanges & Trading Platforms,465897369.0,2329487.0,0.005,True,,Diversified Industries,,True
CLCO,Culico Metals Inc.,CLCO,Culico Metals Inc.,TSXV,Materials,Mining,Industrial Metals,80733519.0,31082405.0,0.385,True,,Mining,,True
CVW,CVW Sustainable Royalties Inc.,CVW,CVW Sustainable Royalties Inc.,TSXV,Materials,Mining,Industrial Metals,279406915.0,215143325.0,0.77,True,,Mining,,True
CYBE,"CyberCatch Holdings, Inc.",CYBE,CyberCatch Holdings Inc.,TSXV,Technology,Software & IT Services,Systems Software,26766269.0,57547479.0,2.15,True,,Technology,,True
CYG,Cygnus Metals Limited,CYG,Cygnus Metals Limited,TSXV,Materials,Mining,Industrial Metals,1227592052.0,224035550.0,0.1825,True,,Mining,,True
CYM,Cymat Technologies Ltd.,CYM,Cymat Technologies Ltd.,TSXV,Industrials,Industrial Goods,Metal Fabricated Products,100337335.0,10033734.0,0.1,True,,Diversified Industries,,True
DTWO,D2 Lithium Corp.,DTWO,D2 Lithium Corp.,TSXV,Materials,Mining,Industrial Metals,36231804.0,1449273.0,0.04,True,,Mining,,True
DAR,Darelle Online Solutions Inc.,DAR,Darelle Online Solutions Inc.,TSXV,Media,Interactive Multi-Media,Online Content & Information,9387522.0,7979394.0,0.85,True,,Diversified Industries,,True
DM,Datametrex AI Limited,DM,Datametrex AI Limited,TSXV,Technology,Software & IT Services,IT Services,152586006.0,5340511.0,0.035,True,,Technology,,True
DGC,Daura Gold Corp.,DGC,Daura Gold Corp.,TSXV,Materials,Mining,Gold,84908375.0,22076178.0,0.26,True,,Mining,,True
DTEA,DAVIDsTEA Inc.,DTEA,DAVIDsTEA Inc.,TSXV,Consumer Staples,Consumer Products - Foods,"Canned, Frozen & Preserved Foods",30478923.0,30478923.0,1.0,True,,Diversified Industries,,True
DEC,Decade Resources Ltd.,DEC,Decade Resources Ltd.,TSXV,Materials,Mining,Industrial Metals,245991736.0,44278513.0,0.18,True,,Mining,,True
DB,Decibel Cannabis Company Inc.,DB,Decibel Cannabis Company Inc.,TSXV,Healthcare,Pharmaceuticals,Pharmaceutical Manufacturers - Cannabis,38469551.0,65398237.0,1.7,True,,Life Sciences,,True
WCSB,Decimus Oil Corp.,WCSB,Decimus Oil Corp.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,44614100.0,6692115.0,0.15,True,,Oil & Gas,,True
DE,Decisive Dividend Corporation,DE,Decisive Dividend Corporation,TSXV,Industrials,Industrial Conglomerates,Industrial Conglomerates,21312830.0,173699565.0,8.15,True,,Diversified Industries,,True
DEFN,Defense Metals Corp.,DEFN,Defense Metals Corp.,TSXV,Materials,Mining,Industrial Metals,395148050.0,59272208.0,0.15,True,,Mining,,True
DEF,Defiance Silver Corp.,DEF,Defiance Silver Corp.,TSXV,Materials,Mining,Precious Metals,376508803.0,75301761.0,0.2,True,,Mining,,True
DFSC,DEFSEC Technologies Inc.,DFSC,DEFSEC Technologies Inc.,TSXV,Industrials,Aerospace & Defense,Aerospace & Defense,2666632.0,5386597.0,2.02,True,,Diversified Industries,,True
DFSC.WT.U,DEFSEC Technologies Inc. wt 09Dec2027,DFSC,DEFSEC Technologies Inc.,TSXV,Industrials,Aerospace & Defense,Aerospace & Defense,2666632.0,5386597.0,2.02,True,WT,Diversified Industries,suffix:WT,False
DHB,Delivra Health Brands Inc.,DHB,Delivra Health Brands Inc.,TSXV,Healthcare,Pharmaceuticals,Pharmaceutical Manufacturers - Specialty & Generic,31261781.0,3438796.0,0.11,True,,Life Sciences,,True
DELX,DelphX Capital Markets Inc.,DELX,DelphX Capital Markets Inc.,TSXV,Finance,Capital Markets,Capital Markets,240060183.0,2400602.0,0.01,True,,Diversified Industries,,True
DLTA,Delta Resources Limited,DLTA,Delta Resources Limited,TSXV,Materials,Mining,Gold,163257986.0,39181917.0,0.24,True,,Mining,,True
DAU,Desert Gold Ventures Inc.,DAU,Desert Gold Ventures Inc.,TSXV,Materials,Mining,Gold,360639099.0,41473497.0,0.115,True,,Mining,,True
DME,Desert Mountain Energy Corp.,DME,Desert Mountain Energy Corp.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,103703595.0,19703684.0,0.19,True,,Oil & Gas,,True
DSY,Destiny Media Technologies Inc.,DSY,Destiny Media Technologies Inc.,TSXV,Technology,Software & IT Services,Application Software,9789320.0,8614602.0,0.88,True,,Technology,,True
GSD,Devonian Health Group Inc.,GSD,Devonian Health Group Inc.,TSXV,Healthcare,Biotechnology & Life Sciences,Biotechnology,2780866.0,27280296.0,9.81,True,,Life Sciences,,True
DFR,DFR Gold Inc.,DFR,DFR Gold Inc.,TSXV,Materials,Mining,Precious Metals,203139700.0,8125588.0,0.04,True,,Mining,,True
DGL.P,DGL Investments No. 1 Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
ADK,Diagnos Inc.,ADK,Diagnos Inc.,TSXV,Healthcare,Healthcare Providers & Services,Healthcare Information Services,121037549.0,56887649.0,0.47,True,,Life Sciences,,True
DWS,Diamond Estates Wines & Spirits Inc.,DWS,Diamond Estates Wines & Spirits Inc.,TSXV,Consumer Staples,Beverages - Alcoholic,Distillers & Wineries,59524183.0,8928628.0,0.15,True,,Diversified Industries,,True
DNO,Dinero Ventures Ltd.,DNO,Dinero Ventures Ltd.,TSXV,Materials,Mining,Gold,34386973.0,10316092.0,0.3,True,,Mining,,True
DOS,Dios Exploration Inc,DOS,Dios Exploration Inc.,TSXV,Materials,Mining,Precious Metals,135257066.0,4057712.0,0.03,True,,Mining,,True
DCY,Discovery-Corp Enterprises Inc.,DCY,Discovery-Corp Enterprises Inc.,TSXV,Materials,Mining,Precious Metals,13467096.0,404013.0,0.03,True,,Mining,,True
DCOP,District Copper Corp.,DCOP,District Copper Corp.,TSXV,Materials,Mining,Industrial Metals,44627495.0,4685887.0,0.105,True,,Mining,,True
DMX,District Metals Corp.,DMX,District Metals Corp.,TSXV,Materials,Mining,Industrial Metals,190961588.0,108848106.0,0.57,True,,Mining,,True
DLC,DLC Holdings Corp.,DLC,DLC Holdings Corp.,TSXV,Real Estate,Real Estate,Real Estate Services,29033375.0,1451669.0,0.05,True,,Diversified Industries,,True
DLP,DLP Resources Inc.,DLP,DLP Resources Inc.,TSXV,Materials,Mining,Industrial Metals,177902596.0,67602987.0,0.38,True,,Mining,,True
DMGI,DMG Blockchain Solutions Inc.,DMGI,DMG Blockchain Solutions Inc.,TSXV,Finance,Capital Markets,Cryptocurrency Exchanges & Trading Platforms,207669860.0,114218424.0,0.55,True,,Diversified Industries,,True
DMGI.WT,DMG Blockchain Solutions Inc. wt 19Nov2029,DMGI,DMG Blockchain Solutions Inc.,TSXV,Finance,Capital Markets,Cryptocurrency Exchanges & Trading Platforms,207669860.0,114218424.0,0.55,True,WT,Diversified Industries,suffix:WT,False
DMCU,Domestic Metals Corp.,DMCU,Domestic Metals Corp.,TSXV,Materials,Mining,Industrial Metals,71915889.0,14742758.0,0.205,True,,Mining,,True
DAQ.P,Dominus Acquisition Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
DBG,Doubleview Gold Corp.,DBG,Doubleview Gold Corp.,TSXV,Materials,Mining,Industrial Metals,235422016.0,435530730.0,1.85,True,,Mining,,True
DPF,Dr. Phone Fix Canada Corporation,DPF,Dr. Phone Fix Canada Corporation,TSXV,Technology,Hardware & Equipment,Consumer Electronics,182467753.0,21896131.0,0.12,True,,Technology,,True
DRAX.P,Draxos Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
DRY,Dryden Gold Corp.,DRY,Dryden Gold Corp.,TSXV,Materials,Mining,Precious Metals,244066950.0,69559081.0,0.285,True,,Mining,,True
DYG,Dynasty Gold Corp.,DYG,Dynasty Gold Corp.,TSXV,Materials,Mining,Gold,73950713.0,10722854.0,0.145,True,,Mining,,True
ETL,E3 Lithium Ltd.,ETL,E3 Lithium Ltd.,TSXV,Materials,Mining,Industrial Metals,87683064.0,87683064.0,1.0,True,,Mining,,True
ETL.WT,E3 Lithium Ltd  Wt 14Oct2028,ETL,E3 Lithium Ltd.,TSXV,Materials,Mining,Industrial Metals,87683064.0,87683064.0,1.0,True,WT,Mining,suffix:WT,False
EPL,Eagle Plains Resources Ltd.,EPL,Eagle Plains Resources Ltd.,TSXV,Materials,Mining,Industrial Metals,115639227.0,21971454.0,0.19,True,,Mining,,True
SPOT,EarthLabs Inc.,SPOT,EarthLabs Inc,TSXV,Technology,Software & IT Services,IT Services,141032428.0,45835540.0,0.325,True,,Technology,,True
EWK,Earthworks Industries Inc.,EWK,Earthworks Industries Inc.,TSXV,Industrials,Waste Management,Waste Management,148606629.0,5201233.0,0.035,True,,Diversified Industries,,True
EAM,East Africa Metals Inc.,EAM,East Africa Metals Inc.,TSXV,Materials,Mining,Industrial Metals,268973569.0,18828150.0,0.07,True,,Mining,,True
EW,East West Minerals Ltd.,EW,East West Minerals Ltd.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,16570331.0,2982660.0,0.18,True,,Oil & Gas,,True
ETF,Eastfield Resources Ltd.,ETF,Eastfield Resources Ltd.,TSXV,Materials,Mining,Precious Metals,112061585.0,4482464.0,0.04,True,,Mining,,True
EVI,Eastport Critical Metals Corp.,EVI,Eastport Critical Metals Corp.,TSXV,Materials,Mining,Industrial Metals,33490774.0,14735941.0,0.44,True,,Mining,,True
EBM,Eastwood Bio-Medical Canada Inc.,EBM,Eastwood Bio-Medical Canada Inc.,TSXV,Consumer Staples,Consumer Products - Healthcare,Consumer Healthcare Products,68885969.0,130194482.0,1.89,True,,Life Sciences,,True
ECCF.P,ECC Ventures 4 Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
ECCV.P,ECC Ventures 5 Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
ECCS.P,ECC Ventures 6 Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
EOG,Eco (Atlantic) Oil & Gas Ltd.,EOG,Eco (Atlantic) Oil & Gas Ltd.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,349709027.0,297252673.0,0.85,True,,Oil & Gas,,True
EDY,Eddy Smart Home Solutions Ltd.,EDY,Eddy Smart Home Solutions Ltd.,TSXV,Technology,Hardware & Equipment,Scientific & Precision Equipment,6128623.0,9192935.0,1.5,True,,Technology,,True
CTRL,Edge Total Intelligence Inc.,CTRL,Edge Total Intelligence Inc.,TSXV,Technology,Software & IT Services,Systems Software,63071986.0,26174875.0,0.415,True,,Technology,,True
YFI,Edgewater Wireless Systems Inc.,YFI,Edgewater Wireless Systems Inc.,TSXV,Technology,Hardware & Equipment,Communications Equipment,246290410.0,9851617.0,0.04,True,,Technology,,True
EDDY,Edison Lithium Corp.,EDDY,Edison Lithium Corp.,TSXV,Materials,Mining,Industrial Metals,30128083.0,2108966.0,0.07,True,,Mining,,True
EDM,EDM Resources Inc.,EDM,EDM Resources Inc.,TSXV,Materials,Mining,Industrial Metals,80563022.0,61227897.0,0.76,True,,Mining,,True
EGLT,EGL Technology Inc.,EGLT,EGL Technology Inc.,TSXV,Industrials,Construction,Building Products & Equipment,333400000.0,16670000.0,0.05,True,,Diversified Industries,,True
EGR,EGR Exploration Ltd.,EGR,EGR Exploration Ltd.,TSXV,Materials,Mining,Gold,41699202.0,1250977.0,0.03,True,,Mining,,True
ERA,Elcora Advanced Materials Corp.,ERA,Elcora Advanced Materials Corp.,TSXV,Materials,Mining,Industrial Metals,42029703.0,10507426.0,0.25,True,,Mining,,True
ELBM,Electra Battery Materials Corporation,ELBM,Electra Battery Materials Corporation,TSXV,Materials,Mining,Industrial Metals,106800138.0,86508112.0,0.81,True,,Mining,,True
EML,Electric Metals (USA) Limited,EML,Electric Metals (USA) Limited,TSXV,Materials,Mining,Industrial Metals,201883424.0,44414354.0,0.22,True,,Mining,,True
ELEC,Electric Royalties Ltd.,ELEC,Electric Royalties Ltd.,TSXV,Materials,Mining,Industrial Metals,131166147.0,17051600.0,0.13,True,,Mining,,True
ECU,Element 29 Resources Inc.,ECU,Element 29 Resources Inc.,TSXV,Materials,Mining,Copper,188986727.0,338286242.0,1.79,True,,Mining,,True
ELM,Element Lifestyle Retirement Inc.,ELM,Element Lifestyle Retirement Inc.,TSXV,Healthcare,Healthcare Providers & Services,Hospitals and Care Facilities,70478300.0,704783.0,0.01,True,,Life Sciences,,True
SERV,Elevate Service Group Inc.,SERV,Elevate Service Group Inc.,TSXV,Industrials,Corporate Services,Specialized Business Services,41772369.0,91899212.0,2.2,True,,Diversified Industries,,True
ELC,Elysee Development Corp.,ELC,Elysee Development Corp.,TSXV,Finance,Asset Management Services,Asset Management Services,28194189.0,16916514.0,0.6,True,,Diversified Industries,,True
ECOM,Emerge Commerce Ltd.,ECOM,Emerge Commerce Ltd.,TSXV,Consumer Discretionary,Retail - Discretionary,Online Retailers,179354579.0,15245140.0,0.085,True,,Diversified Industries,,True
EMR,Emergent Metals Corp.,EMR,Emergent Metals Corp.,TSXV,Materials,Mining,Gold,67835392.0,5426832.0,0.08,True,,Mining,,True
EMO,Emerita Resources Corp.,EMO,Emerita Resources Corp.,TSXV,Materials,Mining,Industrial Metals,296623958.0,102335266.0,0.345,True,,Mining,,True
EMNT,Eminent Gold Corp.,EMNT,Eminent Gold Corp.,TSXV,Materials,Mining,Industrial Metals,83537936.0,43439727.0,0.52,True,,Mining,,True
EMPR,Empress Royalty Corp.,EMPR,Empress Royalty Corp.,TSXV,Materials,Mining,Precious Metals,137051362.0,128828281.0,0.94,True,,Mining,,True
ENA,Enablence Technologies Inc.,ENA,Enablence Technologies Inc.,TSXV,Technology,Hardware & Equipment,Communications Equipment,21067195.0,112920166.0,5.36,True,,Technology,,True
EU,Encore Energy Corp.,EU,Encore Energy Corp.,TSXV,Energy,Other Energy Sources,Uranium,194280971.0,341934509.0,1.76,True,,CleanTech,,True
ECAP.P,Endurance Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
EDG,Endurance Gold Corporation,EDG,Endurance Gold Corporation,TSXV,Materials,Mining,Gold,200124642.0,110068554.0,0.55,True,,Mining,,True
ENDR,Enduro Metals Corporation,ENDR,Enduro Metals Corporation,TSXV,Materials,Mining,Precious Metals,121100639.0,16954090.0,0.14,True,,Mining,,True
ENEV,Enerev5 Metals Inc.,ENEV,Enerev5 Metals Inc.,TSXV,Industrials,Industrial Goods,Electrical Equipment,343096841.0,3430969.0,0.01,True,,Diversified Industries,,True
EAU,Engineer Gold Mines Ltd.,EAU,Engineer Gold Mines Ltd.,TSXV,Materials,Mining,Gold,29309233.0,2637831.0,0.09,True,,Mining,,True
EGM,Engold Mines Ltd.,EGM,Engold Mines Ltd.,TSXV,Materials,Mining,Industrial Metals,43981546.0,4398155.0,0.1,True,,Mining,,True
ENW,EnWave Corporation,ENW,EnWave Corporation,TSXV,Industrials,Industrial Goods,Specialized Industrial Machinery,118716721.0,27304846.0,0.23,True,,Diversified Industries,,True
EQ,EQ Inc.,EQ,EQ Inc.,TSXV,Media,Traditional Media,Marketing & Advertising Agencies,69435624.0,66658200.0,0.96,True,,Diversified Industries,,True
EQTY,Equity Metals Corporation,EQTY,Equity Metals Corporation,TSXV,Materials,Mining,Precious Metals,243550530.0,63323138.0,0.26,True,,Mining,,True
NOVA,EraNova Metals Inc.,NOVA,EraNova Metals Inc.,TSXV,Materials,Mining,Industrial Metals,55771908.0,9760084.0,0.175,True,,Mining,,True
ERDA,Erda Resource Opportunities Inc.,ERDA,Erda Resource Opportunities Inc.,TSXV,Materials,Mining,Industrial Metals,243246601.0,31622059.0,0.13,True,,Mining,,True
EM,Errington Metals Corp.,EM,Errington Metals Corp.,TSXV,Materials,Mining,Industrial Metals,46833044.0,226671933.0,4.84,True,,Mining,,True
ESBL,Eshbal Functional Food Inc.,ESBL,Eshbal Functional Food Inc.,TSXV,Consumer Staples,Consumer Products - Foods,"Canned, Frozen & Preserved Foods",83261203.0,7077203.0,0.085,True,,Diversified Industries,,True
ESK,Eskay Mining Corp,ESK,Eskay Mining Corp.,TSXV,Materials,Mining,Industrial Metals,193857123.0,62034280.0,0.32,True,,Mining,,True
ESXR,Essex Resources Corp.,ESXR,Essex Resources Corp.,TSXV,Materials,Mining,Industrial Metals,9675000.0,870750.0,0.09,True,,Mining,,True
EBCD.P,Eureka Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
EMN,Euro Manganese Inc.,EMN,Euro Manganese Inc.,TSXV,Materials,Mining,Industrial Metals,142954504.0,12865906.0,0.09,True,,Mining,,True
EOX,Euromax Resources Ltd.,EOX,Euromax Resources Ltd.,TSXV,Materials,Mining,Industrial Metals,937317523.0,70298815.0,0.075,True,,Mining,,True
EVNI,EV Nickel Inc.,EVNI,EV Nickel Inc.,TSXV,Materials,Mining,Industrial Metals,144063816.0,20889254.0,0.145,True,,Mining,,True
EVNT,Eventer Technologies Ltd.,EVNT,Eventer Technologies Ltd.,TSXV,Technology,Software & IT Services,Application Software,7129576.0,14259152.0,2.0,True,,Technology,,True
EVGN,EverGen Infrastructure Corp.,EVGN,Evergen Infrastructure Corp.,TSXV,Industrials,Waste Management,Waste Management,25880497.0,13716664.0,0.53,True,,Diversified Industries,,True
EVER,Evergold Corp.,EVER,Evergold Corp.,TSXV,Materials,Mining,Industrial Metals,23181385.0,12517948.0,0.54,True,,Mining,,True
EK,Everkind Wellness Inc.,EK,Everkind Wellness Inc.,TSXV,Finance,Diversified Financial Services,Other Diversified Financial Services,101523249.0,87309995.0,0.86,True,,Diversified Industries,,True
EPF,Everyday People Financial Corp.,EPF,Everyday People Financial Corp.,TSXV,Finance,Credit Finance,Business Credit Services,130106636.0,56596387.0,0.435,True,,Diversified Industries,,True
EVOC.P,Evocati Capital Resources Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
EXCL,Excalibur Metals Corp.,EXCL,Excalibur Metals Corp.,TSXV,Materials,Mining,Precious Metals,63637883.0,7000168.0,0.11,True,,Mining,,True
EXN,Excellon Resources Inc.,EXN,Excellon Resources Inc.,TSXV,Materials,Mining,Silver,390651956.0,175793381.0,0.45,True,,Mining,,True
XCAP.P,Exelerate Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
EXG,ExGen Resources Inc.,EXG,ExGen Resources Inc.,TSXV,Materials,Mining,Precious Metals,138199808.0,14510980.0,0.105,True,,Mining,,True
FUU,F3 Uranium Corp.,FUU,F3 Uranium Corp.,TSXV,Energy,Other Energy Sources,Uranium,634430097.0,98336666.0,0.155,True,,CleanTech,,True
FFU,F4 Uranium Corp.,FFU,F4 Uranium Corp.,TSXV,Energy,Other Energy Sources,Uranium,82779077.0,9519594.0,0.115,True,,CleanTech,,True
FBF,Fab-Form Industries Ltd.,FBF,Fab-Form Industries Ltd.,TSXV,Materials,Construction Materials,Construction Materials,9174507.0,8991017.0,0.98,True,,Diversified Industries,,True
FINV.P,Faction Investment Group Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
FAIR,Fairchild Gold Corp.,FAIR,Fairchild Gold Corp.,TSXV,Materials,Mining,Gold,229472781.0,11473640.0,0.05,True,,Mining,,True
FPY.P,Fairplay Ventures Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
FPC,Falco Resources Ltd.,FPC,Falco Resources Ltd.,TSXV,Materials,Mining,Industrial Metals,351859599.0,214634356.0,0.61,True,,Mining,,True
FLCN,Falcon Energy Materials plc,FLCN,Falcon Energy Materials plc,TSXV,Materials,Mining,Industrial Metals,170844144.0,179386352.0,1.05,True,,Mining,,True
FG,Falcon Gold Corp.,FG,Falcon Gold Corp.,TSXV,Materials,Mining,Gold,59311377.0,1779342.0,0.03,True,,Mining,,True
FSTV.P,Falconstar Ventures Inc.,FSTV,Falconstar Ventures Inc.,TSXV,,,,7250000.0,2573750.0,0.355,True,P,Diversified Industries,suffix:P,False
FCLX,FCL-X Fire & Safety Inc.,FCLX,FCL-X Fire & Safety Inc.,TSXV,Materials,Mining,Industrial Metals,115325295.0,46130118.0,0.4,True,,Mining,,True
FHR,Fiddlehead Resources Corp.,FHR,Fiddlehead Resources Corp.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,71364113.0,7850053.0,0.11,True,,Oil & Gas,,True
FHR.WT,Fiddlehead Resources Corp. wts 29Aug2029,FHR,Fiddlehead Resources Corp.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,71364113.0,7850053.0,0.11,True,WT,Oil & Gas,suffix:WT,False
FMN,Fidelity Minerals Corp.,FMN,Fidelity Minerals Corp.,TSXV,Materials,Mining,Industrial Metals,47751906.0,14803091.0,0.31,True,,Mining,,True
FFC.P,Fife Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
FDI,Findev Inc.,FDI,Findev Inc.,TSXV,Finance,Banking,Thrifts & Mortgage Financing,28647441.0,9023944.0,0.315,True,,Diversified Industries,,True
FINX,FinEx Metals Ltd.,FINX,FinEx Metals Ltd.,TSXV,Materials,Mining,Gold,73717968.0,6634618.0,0.09,True,,Mining,,True
FYL,Finlay Minerals Ltd,FYL,Finlay Minerals Ltd.,TSXV,Materials,Mining,Precious Metals,170600985.0,19619114.0,0.115,True,,Mining,,True
FTEC,Fintech Select Ltd.,FTEC,Fintech Select Ltd.,TSXV,Finance,Diversified Financial Services,Payments & Transaction Services,83249515.0,2081238.0,0.025,True,,Diversified Industries,,True
FFOX,Firefox Gold Corp.,FFOX,Firefox Gold Corp.,TSXV,Materials,Mining,Gold,49969316.0,26983431.0,0.54,True,,Mining,,True
FWZ,Fireweed Metals Corp.,FWZ,Fireweed Metals Corp.,TSXV,Materials,Mining,Industrial Metals,227053299.0,828744542.0,3.65,True,,Mining,,True
FCA.U,Firm Capital Apartment Real Estate Investment Trust USD,,,,,,,,,,False,U,Diversified Industries,suffix:U,False
FCA.UN,Firm Capital Apartment Real Estate Investment Trust,,,,,,,,,,False,UN,Diversified Industries,suffix:UN,False
FAS,First Andes Silver Ltd.,FAS,First Andes Silver Ltd.,TSXV,Materials,Mining,Precious Metals,86515703.0,7353835.0,0.085,True,,Mining,,True
FAN,First Atlantic Nickel & Cobalt Corp.,FAN,First Atlantic Nickel & Cobalt Corp.,TSXV,Materials,Mining,Industrial Metals,156508502.0,109555952.0,0.7,True,,Mining,,True
FCI,First Canadian Graphite Inc.,FCI,First Canadian Graphite Inc.,TSXV,Materials,Mining,Industrial Metals,46298226.0,18750782.0,0.405,True,,Mining,,True
HELI,First Helium Inc.,HELI,First Helium Inc.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,265489024.0,7964671.0,0.03,True,,Oil & Gas,,True
FHYD,First Hydrogen Corp.,FHYD,First Hydrogen Corp.,TSXV,Consumer Discretionary,Vehicles,Conventional Vehicle Manufacturers,92046384.0,33596931.0,0.365,True,,Diversified Industries,,True
AAA.P,First Tidal Acquisition Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
FTZ,Fitzroy Minerals Inc.,FTZ,Fitzroy Minerals Inc.,TSXV,Materials,Mining,Precious Metals,330728849.0,143867050.0,0.435,True,,Mining,,True
FEX,Fjordland Exploration Inc.,FEX,Fjordland Exploration Inc.,TSXV,Materials,Mining,Industrial Metals,82935531.0,2073389.0,0.025,True,,Mining,,True
FONC.P,Florence One Capital Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
FOBI,Fobi AI Inc.,FOBI,Fobi AI Inc.,TSXV,Technology,Software & IT Services,Application Software,251681977.0,10067280.0,0.04,True,,Technology,,True
FMS,Focus Graphite Inc.,FMS,Focus Graphite Inc.,TSXV,Materials,Mining,Industrial Metals,110641731.0,43150276.0,0.39,True,,Mining,,True
FTJ,Fort St. James Nickel Corp.,FTJ,Fort St. James Nickel Corp.,TSXV,Materials,Mining,Industrial Metals,26248262.0,918690.0,0.035,True,,Mining,,True
FORT,Fort Technology Inc.,FORT,Fort Technology Inc.,TSXV,Consumer Staples,Consumer Products - Household & Personal,Household & Personal Products,15042582.0,22263022.0,1.48,True,,Diversified Industries,,True
FOR,Fortune Bay Corp.,FOR,Fortune Bay Corp.,TSXV,Materials,Mining,Gold,71291155.0,63449128.0,0.89,True,,Mining,,True
FWTC,Forward Water Technologies Corp.,FWTC,Forward Water Technologies Corp.,TSXV,Utilities,Regulated Utilities,Regulated Water Utilities,49174592.0,1475238.0,0.03,True,,Diversified Industries,,True
FDR,Founders Metals Inc.,FDR,Founders Metals Inc.,TSXV,Materials,Mining,Gold,116187366.0,685505460.0,5.9,True,,Mining,,True
FA,Fountain Asset Corp.,FA,Fountain Asset Corp.,TSXV,Finance,Credit Finance,Business Credit Services,64326702.0,3216336.0,0.05,True,,Diversified Industries,,True
FUN.P,Fountainhall Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
AROW.P,Four Arrows Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
FOXT,Fox Tungsten Ltd.,FOXT,Fox Tungsten Ltd.,TSXV,Materials,Mining,Industrial Metals,274886500.0,49479570.0,0.18,True,,Mining,,True
FP,FP Newspapers Inc.,FP,FP Newspapers Inc.,TSXV,Media,Traditional Media,Publishing,6902592.0,5453048.0,0.79,True,,Diversified Industries,,True
FPX,FPX Nickel Corp.,FPX,FPX Nickel Corp.,TSXV,Materials,Mining,Industrial Metals,315928978.0,105836208.0,0.335,True,,Mining,,True
FRAS.P,Fraser Big Sky Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
FRED,Fredonia Mining Inc.,FRED,Fredonia Mining Inc.,TSXV,Materials,Mining,Precious Metals,64851051.0,50583820.0,0.78,True,,Mining,,True
FMAN,Freeman Gold Corp.,FMAN,Freeman Gold Corp.,TSXV,Materials,Mining,Gold,311326484.0,136983653.0,0.44,True,,Mining,,True
FMAN.WT.U,Freeman Gold Corp. wt. 29Nov2026,FMAN,Freeman Gold Corp.,TSXV,Materials,Mining,Gold,311326484.0,136983653.0,0.44,True,WT,Mining,suffix:WT,False
FRI,Freeport Resources Inc.,FRI,Freeport Resources Inc.,TSXV,Materials,Mining,Industrial Metals,379745352.0,20885995.0,0.055,True,,Mining,,True
FREQ,Frequency Exchange Corp.,FREQ,Frequency Exchange Corp.,TSXV,Healthcare,Medical Equipment & Supplies,Surgical & Medical Apparatus,58946121.0,16210184.0,0.275,True,,Life Sciences,,True
FRNT,FRNT Financial Inc.,FRNT,FRNT Financial Inc.,TSXV,Finance,Capital Markets,Capital Markets,42545904.0,1701837.0,0.04,True,,Diversified Industries,,True
FL,Frontier Lithium Inc.,FL,Frontier Lithium Inc.,TSXV,Materials,Mining,Industrial Metals,250567041.0,107743828.0,0.43,True,,Mining,,True
FL.WT,Frontier Lithium Inc Wt 30Apr2028,FL,Frontier Lithium Inc.,TSXV,Materials,Mining,Industrial Metals,250567041.0,107743828.0,0.43,True,WT,Mining,suffix:WT,False
